"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"2","0.000000","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"3","0.016271","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"4","0.020714","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"5","0.023192","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"6","0.027672","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"7","0.046538","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"8","0.048407","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"9","0.071858","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"10","0.076921","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"11","0.091859","192.168.43.214","31.13.95.60","TLSv1.2","115","Application Data"
"12","0.093733","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"13","0.093918","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"14","0.093918","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"15","0.093918","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"16","0.093918","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"17","0.093918","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"18","0.112321","192.168.43.214","142.251.10.189","UDP","75","56574  >  443 Len=33"
"19","0.112483","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"20","0.117317","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"21","0.119838","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"22","0.119838","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"23","0.120719","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"24","0.132395","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"25","0.132395","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"26","0.132520","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"27","0.132520","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"28","0.132520","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"29","0.132520","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"30","0.132750","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"31","0.136091","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"32","0.136091","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"33","0.138954","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"34","0.144286","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"35","0.144286","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"36","0.152705","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"37","0.152853","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"38","0.152853","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"39","0.152853","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"40","0.152853","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"41","0.156146","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"42","0.162774","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"43","0.172937","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"44","0.211319","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"45","0.211319","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"46","0.233328","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"47","0.273715","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"48","0.273715","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"49","0.273846","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"50","0.273846","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"51","0.273846","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"52","0.283987","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"53","0.283987","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"54","0.284136","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"55","0.284136","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"56","0.284136","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"57","0.284379","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"58","0.294090","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"59","0.294090","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"60","0.294220","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"61","0.294220","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"62","0.294220","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"63","0.294220","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"64","0.294220","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"65","0.303963","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"66","0.303963","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"67","0.304103","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"68","0.304566","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"69","0.334277","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"70","0.334277","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"71","0.334295","192.168.43.214","31.13.95.60","TLSv1.2","1446","Ignored Unknown Record"
"72","0.354471","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"73","0.359493","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"74","0.359493","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"75","0.359632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"76","0.359632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"77","0.359632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"78","0.359632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"79","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"80","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"81","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"82","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"83","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"84","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"85","0.374666","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"86","0.375197","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"87","0.384372","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"88","0.394453","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"89","0.404493","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"90","0.404493","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"91","0.404627","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"92","0.404627","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"93","0.404627","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"94","0.404627","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"95","0.424671","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"96","0.450895","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"97","0.450895","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"98","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"99","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"100","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"101","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"102","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"103","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"104","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"105","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"106","0.451029","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"107","0.451377","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"108","0.467188","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"109","0.475180","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"110","0.475180","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"111","0.475291","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"112","0.475291","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"113","0.485362","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"114","0.485362","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"115","0.485362","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"116","0.485362","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"117","0.485362","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"118","0.485362","31.13.95.60","192.168.43.214","TLSv1.2","89","Application Data"
"119","0.485582","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"120","0.485984","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"121","0.514508","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"122","0.514508","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"123","0.516455","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"124","0.516455","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"125","0.518800","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"126","0.523227","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"127","0.523227","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"128","0.523752","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"129","0.523752","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"130","0.526020","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"131","0.526020","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"132","0.526304","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"133","0.529384","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"134","0.529407","192.168.43.214","31.13.95.60","TCP","54","60468  >  443 [ACK] Seq=1393 Ack=36 Win=259 Len=0"
"135","0.529998","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"136","0.545627","192.168.43.214","112.215.183.79","UDP","81","59990  >  443 Len=39"
"137","0.556172","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"138","0.556172","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"139","0.557129","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"140","0.557129","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"141","0.558415","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"142","0.558415","142.251.10.189","192.168.43.214","UDP","69","443  >  56574 Len=27"
"143","0.561597","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"144","0.561597","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"145","0.562098","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"146","0.562098","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"147","0.562411","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"148","0.562411","31.13.95.60","192.168.43.214","QUIC","82","Handshake, SCID=7135cd16d684a021"
"149","0.562411","31.13.95.60","192.168.43.214","QUIC","129","Protected Payload (KP0)"
"150","0.562411","31.13.95.60","192.168.43.214","QUIC","283","Protected Payload (KP0)"
"151","0.562712","192.168.43.214","31.13.95.60","QUIC","76","Protected Payload (KP0)"
"152","0.562869","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"153","0.562869","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"154","0.562879","192.168.43.214","112.215.183.79","UDP","75","59990  >  443 Len=33"
"155","0.585560","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"156","0.587822","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"157","0.615961","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"158","0.616667","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"159","0.616667","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"160","0.616894","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"161","0.636023","192.168.43.214","112.215.183.79","UDP","76","59990  >  443 Len=34"
"162","0.766851","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"163","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"164","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"165","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"166","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"167","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"168","0.776287","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"169","0.776723","192.168.43.214","112.215.183.79","UDP","77","59990  >  443 Len=35"
"170","0.776860","192.168.43.214","112.215.183.79","UDP","77","59990  >  443 Len=35"
"171","0.776938","192.168.43.214","112.215.183.79","UDP","77","59990  >  443 Len=35"
"172","0.777010","192.168.43.214","112.215.183.79","UDP","77","59990  >  443 Len=35"
"173","0.782868","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"174","0.782868","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"175","0.782991","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"176","0.782991","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"177","0.782991","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"178","0.782991","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"179","0.794945","192.168.43.214","31.13.95.60","TCP","115","[TCP Retransmission] 60282  >  443 [PSH, ACK] Seq=1 Ack=1 Win=12645 Len=61"
"180","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"181","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"182","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"183","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"184","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"185","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"186","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"187","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"188","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"189","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"190","0.795246","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"191","0.795809","192.168.43.214","112.215.183.79","UDP","77","59990  >  443 Len=35"
"192","0.802892","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"193","0.802892","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"194","0.811555","192.168.43.214","112.215.183.79","UDP","79","59990  >  443 Len=37"
"195","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"196","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"197","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"198","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"199","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"200","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"201","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"202","0.811898","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"203","0.817632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"204","0.817632","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"205","0.817930","192.168.43.214","112.215.183.79","UDP","78","59990  >  443 Len=36"
"206","0.818773","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"207","0.818773","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"208","0.818848","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"209","0.818848","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"210","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"211","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"212","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"213","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"214","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"215","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"216","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"217","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"218","0.827204","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"219","0.827605","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"220","0.827730","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"221","0.827803","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"222","0.827907","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"223","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"224","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"225","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"226","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"227","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"228","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"229","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"230","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"231","0.841927","74.125.68.95","192.168.43.214","UDP","160","443  >  65207 Len=118"
"232","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"233","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"234","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"235","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"236","0.841927","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"237","0.843008","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"238","0.843417","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"239","0.843417","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"240","0.844406","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"241","0.844515","112.215.183.79","192.168.43.214","UDP","627","443  >  59990 Len=585"
"242","0.850874","31.13.95.60","192.168.43.214","TCP","89","[TCP Spurious Retransmission] 443  >  60468 [PSH, ACK] Seq=1 Ack=1362 Win=273 Len=35"
"243","0.850874","74.125.68.95","192.168.43.214","UDP","67","443  >  65207 Len=25"
"244","0.850963","192.168.43.214","31.13.95.60","TCP","66","[TCP Dup ACK 134#1] 60468  >  443 [ACK] Seq=1393 Ack=36 Win=259 Len=0 SLE=1 SRE=36"
"245","0.851104","31.13.95.60","192.168.43.214","TLSv1.2","344","Application Data"
"246","0.851104","31.13.95.60","192.168.43.214","TCP","54","443  >  60282 [ACK] Seq=1 Ack=62 Win=708 Len=0"
"247","0.851104","31.13.95.60","192.168.43.214","TCP","661","[TCP Retransmission] 443  >  60468 [PSH, ACK] Seq=4294967015 Ack=1362 Win=273 Len=607"
"248","0.851104","31.13.95.60","192.168.43.214","TCP","54","443  >  60468 [ACK] Seq=326 Ack=1393 Win=273 Len=0"
"249","0.851104","142.251.10.189","192.168.43.214","UDP","71","443  >  56574 Len=29"
"250","0.851147","192.168.43.214","31.13.95.60","TCP","66","60468  >  443 [ACK] Seq=1393 Ack=326 Win=258 Len=0 SLE=4294967015 SRE=326"
"251","0.858902","192.168.43.214","112.215.183.79","UDP","81","59990  >  443 Len=39"
"252","0.859051","192.168.43.214","74.125.68.95","UDP","75","65207  >  443 Len=33"
"253","0.859114","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"254","0.859114","31.13.95.60","192.168.43.214","TCP","54","[TCP Dup ACK 246#1] 443  >  60282 [ACK] Seq=1 Ack=62 Win=708 Len=0"
"255","0.859114","31.13.95.60","192.168.43.214","QUIC","83","Handshake, SCID=7135cd16d684a021"
"256","0.859114","31.13.95.60","192.168.43.214","QUIC","67","Protected Payload (KP0)"
"257","0.859114","31.13.95.60","192.168.43.214","QUIC","283","Protected Payload (KP0)"
"258","0.859114","31.13.95.60","192.168.43.214","QUIC","283","Protected Payload (KP0)"
"259","0.859114","112.215.183.79","192.168.43.214","UDP","70","443  >  59990 Len=28"
"260","0.859114","31.13.95.60","192.168.43.214","TCP","54","[TCP Dup ACK 246#2] 443  >  60282 [ACK] Seq=1 Ack=62 Win=708 Len=0"
"261","0.859114","31.13.95.60","192.168.43.214","TCP","54","[TCP Dup ACK 248#1] 443  >  60468 [ACK] Seq=326 Ack=1393 Win=273 Len=0"
"262","0.859114","31.13.95.60","192.168.43.214","TCP","344","[TCP Spurious Retransmission] 443  >  60468 [PSH, ACK] Seq=36 Ack=1393 Win=273 Len=290"
"263","0.859250","192.168.43.214","31.13.95.60","TCP","66","[TCP Dup ACK 250#1] 60468  >  443 [ACK] Seq=1393 Ack=326 Win=258 Len=0 SLE=36 SRE=326"
"264","0.859517","192.168.43.214","31.13.95.60","QUIC","78","Protected Payload (KP0)"
"265","0.859584","192.168.43.214","31.13.95.60","QUIC","78","Protected Payload (KP0)"
"266","0.859714","192.168.43.214","112.215.183.79","UDP","81","59990  >  443 Len=39"
"267","0.962967","112.215.183.79","192.168.43.214","UDP","70","443  >  59990 Len=28"
"268","0.986799","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"269","0.986799","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"270","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"271","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"272","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"273","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"274","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"275","0.986961","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"276","0.994866","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"277","0.994866","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"278","0.994985","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"279","0.994985","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"280","0.994985","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"281","0.994985","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"282","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"283","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"284","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"285","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"286","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"287","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"288","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"289","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"290","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"291","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"292","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"293","1.002923","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"294","1.003055","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"295","1.003055","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"296","1.003055","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"297","1.003675","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"298","1.003675","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"299","1.003763","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"300","1.007195","192.168.43.214","112.215.183.79","UDP","80","59990  >  443 Len=38"
"301","1.008757","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
"302","1.008757","112.215.183.79","192.168.43.214","UDP","1292","443  >  59990 Len=1250"
